YEAR,DAY_MONTH,TIME24HR,VESSEL,CRUISE,HAUL,HAULJOIN,SPECIES_CODE,WEIGHT,NUMBER_FISH,SUBSAMPLE_CODE,DURATION,DISTANCE_FISHED,NET_WIDTH,STATIONID,STRATUM,START_LATITUDE,END_LATITUDE,START_LONGITUDE,END_LONGITUDE,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE
2017,4-Jun,12:13:29,162,201701,3,-16342,21740,66.4,106,NA,0.509,2.869,16.328,G-14,10,57.00142,56.99971,-159.69203,-159.73903,56,3.9,3.7
2017,4-Jun,16:10:42,162,201701,4,-16343,21740,219.418,308,NA,0.51,2.813,16.819,H-14,10,57.33052,57.32903,-159.64713,-159.69365,54,3.7,3.4
2017,5-Jun,7:13:14,162,201701,5,-16344,21740,349.337,476,NA,0.517,2.864,15.389,H-15,10,57.32635,57.35074,-159.0633,-159.04797,49,4,3.8
2017,5-Jun,9:58:50,162,201701,6,-16345,21740,230.017,303,NA,0.522,2.824,16.007,I-15,10,57.64943,57.67479,-159.01447,-159.01157,48,4.1,4
2017,5-Jun,12:43:31,162,201701,7,-16346,21740,93.101,123,NA,0.519,2.959,15.559,I-14,10,57.67285,57.65952,-159.60909,-159.65191,49,3.5,3.4
2017,5-Jun,15:12:37,162,201701,8,-16347,21740,57.062,139,NA,0.518,2.829,15.47,I-13,31,57.65211,57.67245,-160.24439,-160.27283,53,3.5,3.3
2017,5-Jun,17:51:02,162,201701,9,-16348,21740,79.907,91,NA,0.541,2.951,14.492,J-13,10,57.97526,58.00137,-160.22333,-160.21423,50,3.7,3.3
2017,6-Jun,6:59:42,162,201701,10,-16349,21740,22.802,28,NA,0.523,2.914,16.772,H-13,31,57.34774,57.32185,-160.29869,-160.30637,62,3.6,3.6
2017,6-Jun,9:44:22,162,201701,11,-16350,21740,104.438,161,NA,0.522,2.879,16.004,G-13,31,57.00806,56.98215,-160.33793,-160.33884,64,4.3,3.6
2017,6-Jun,12:22:07,162,201701,12,-16351,21740,192.883,244,NA,0.533,3.02,16.057,F-13,31,56.67948,56.65807,-160.35199,-160.38224,59,5.3,3.4
2017,6-Jun,15:01:54,162,201701,13,-16352,21740,149.1,230,NA,0.515,2.894,15.819,F-12,31,56.67107,56.65487,-160.98164,-161.01852,66,5.5,2.9
2017,6-Jun,17:53:11,162,201701,14,-16353,21740,70.4,95,NA,0.521,2.802,16.168,E-12,10,56.34861,56.33242,-160.97008,-161.00474,53,6.1,4
2017,7-Jun,7:04:39,162,201701,15,-16354,21740,123.8,175,NA,0.509,2.797,16.948,D-10,31,55.98863,56.00664,-162.26103,-162.22978,71,5.8,2.9
2017,18-Jun,7:00:26,162,201701,16,-16525,21740,128.4,186,NA,0.523,2.833,16.74,B-07,31,55.32024,55.34388,-164.03909,-164.02243,78,9.3,4.7
2017,18-Jun,9:53:31,162,201701,17,-16526,21740,6.2,9,NA,0.533,2.908,17.926,C-07,31,55.68814,55.71304,-164.00868,-164.02285,94,9.7,2.4
2017,18-Jun,12:53:16,162,201701,18,-16527,21740,772.29,929,NA,0.544,2.901,17.578,D-07,31,55.98589,56.01188,-164.03443,-164.03015,91,9.5,1.9
2017,18-Jun,15:34:59,162,201701,19,-16514,21740,1169.512,1967,NA,0.524,2.844,17.998,E-07,31,56.32162,56.34715,-164.01029,-164.00718,87,9.3,1.5
2017,18-Jun,18:13:22,162,201701,20,-16515,21740,748.362,1314,NA,0.531,2.825,18.402,F-07,31,56.65495,56.68028,-164.02061,-164.02465,75,8.9,0.4
2017,19-Jun,7:00:46,162,201701,21,-16516,21740,413.866,601,NA,0.52,2.754,17.456,G-07,31,56.97594,57.00068,-164.03205,-164.02901,69,8.1,-0.5
2017,19-Jun,9:46:25,162,201701,22,-16517,21740,234.3,325,NA,0.528,2.809,17.036,H-07,31,57.31313,57.33822,-163.99344,-163.99895,62,7.8,0
2017,19-Jun,12:28:08,162,201701,23,-16518,21740,183.934,271,NA,0.528,2.897,17.091,H-06,31,57.33514,57.33284,-164.59146,-164.63927,65,8,-0.2
2017,19-Jun,15:08:53,162,201701,24,-16519,21740,3376.999,4957,NA,0.517,2.831,16.547,G-06,31,57.01501,56.98958,-164.6071,-164.60419,70,8.3,0
2017,19-Jun,17:47:07,162,201701,25,-16520,21740,2066.761,3203,NA,0.528,2.872,16.505,F-06,31,56.68511,56.65941,-164.5831,-164.57818,75,8.9,1.4
2017,20-Jun,7:00:56,162,201701,26,-16521,21740,65,82,NA,0.515,2.852,17.414,E-06,31,56.34095,56.31544,-164.5801,-164.58515,87,9.2,1.6
2017,20-Jun,9:50:04,162,201701,27,-16522,21740,1319.202,1786,NA,0.576,3.154,17.434,D-06,31,56.00439,55.97632,-164.59015,-164.58281,92,9.5,2.5
2017,20-Jun,13:39:02,162,201701,29,-16524,21740,10.75,12,NA,0.526,2.855,17.869,C-06,31,55.68056,55.65492,-164.5949,-164.59181,96,9.6,3.1
2017,23-Jun,7:06:49,162,201701,30,-16533,21740,7,14,NA,0.524,2.916,17.834,AZ0504,50,54.8329,54.82719,-165.49379,-165.53802,157,8.3,4.3
2017,23-Jun,10:14:12,162,201701,31,-16534,21740,25.6,29,NA,0.521,2.829,18.461,A-04,50,54.99454,55.01983,-165.74737,-165.75249,129,8.9,4.3
2017,23-Jun,13:02:03,162,201701,32,-16535,21740,3.1,4,NA,0.517,2.82,19.067,B-04,50,55.3198,55.34493,-165.78853,-165.79479,120,9.3,4.4
2017,23-Jun,15:35:31,162,201701,33,-16536,21740,3.14,6,NA,0.525,2.841,19.585,C-04,50,55.64828,55.67385,-165.80178,-165.80189,118,10,4.5
2017,23-Jun,18:12:19,162,201701,34,-16537,21740,173.66,218,NA,0.541,2.926,16.919,D-04,31,55.98898,56.01522,-165.78632,-165.78243,108,10.2,3.9
2017,24-Jun,7:11:03,162,201701,35,-16544,21740,980.6,1683,NA,0.528,2.86,16.864,E-04,31,56.3136,56.33883,-165.79794,-165.80704,93,9.2,2
2017,24-Jun,9:59:56,162,201701,36,-16545,21740,917.743,1755,NA,0.526,2.804,16.623,F-04,31,56.65509,56.68031,-165.83672,-165.83823,78,9.1,1.4
2017,24-Jun,12:40:02,162,201701,37,-16546,21740,580.127,842,NA,0.534,2.875,17.065,G-04,31,56.9781,57.00339,-165.85875,-165.86874,72,9.3,0.4
2017,24-Jun,15:23:02,162,201701,38,-16547,21740,433.358,712,NA,0.525,2.861,16.587,H-04,31,57.3134,57.3382,-165.85992,-165.87266,67,9.3,0.2
2017,24-Jun,17:56:55,162,201701,39,-16548,21740,110.6,182,NA,0.524,2.857,16.035,I-04,31,57.65073,57.67626,-165.88633,-165.89184,64,9,0.5
2017,25-Jun,6:59:55,162,201701,40,-16549,21740,248.739,449,NA,0.521,2.868,16.853,I-03,31,57.6977,57.67194,-166.50755,-166.51031,67,7.9,0.6
2017,25-Jun,10:31:18,162,201701,41,-16550,21740,1591.556,2747,NA,0.509,2.801,16.317,H-03,31,57.34718,57.32281,-166.48991,-166.50173,70,7.8,0.2
2017,25-Jun,14:06:38,162,201701,42,-16551,21740,4022.079,7130,NA,0.534,2.838,16.745,G-03,31,57.01395,56.98873,-166.47118,-166.47853,73,7.6,0.5
2017,25-Jun,17:43:27,162,201701,43,-16552,21740,842.186,1657,NA,0.519,2.77,17.078,F-03,31,56.68705,56.66527,-166.43166,-166.40973,83,8.1,1.6
2017,26-Jun,6:58:55,162,201701,44,-16558,21740,1754.396,2773,NA,0.52,2.816,17.616,E-03,31,56.35978,56.33449,-166.41062,-166.40759,103,8.4,2.8
2017,26-Jun,10:07:21,162,201701,45,-16559,21740,62.3,78,NA,0.511,2.737,18.798,D-03,50,56.01304,55.98842,-166.40003,-166.39883,125,8.4,4.3
2017,26-Jun,12:47:33,162,201701,46,-16560,21740,23.8,28,NA,0.537,2.956,19.619,C-03,50,55.68056,55.65397,-166.38265,-166.38412,127,8.4,4.2
2017,26-Jun,15:24:15,162,201701,47,-16561,21740,2.52,3,NA,0.525,2.85,19.791,B-03,50,55.35403,55.32877,-166.34207,-166.33436,131,7.5,4.4
2017,26-Jun,18:07:26,162,201701,48,-16562,21740,4.3,5,NA,0.498,2.749,18.356,A-03,50,55.01922,54.99767,-166.32267,-166.30161,142,8.2,4.3
2017,27-Jun,7:06:33,162,201701,49,-16563,21740,3.7,5,NA,0.523,2.86,18.453,A-02,50,55.00082,55.02151,-166.93641,-166.96294,156,7.5,4.3
2017,27-Jun,9:44:42,162,201701,50,-16564,21740,57.72,68,NA,0.516,2.774,20.122,B-02,50,55.3266,55.35152,-166.97147,-166.96899,141,7.8,4.4
2017,27-Jun,12:25:03,162,201701,51,-16565,21740,2088.196,2954,NA,0.507,2.747,19.201,C-02,50,55.66675,55.69143,-166.98276,-166.98525,135,8.2,4.3
2017,27-Jun,15:14:06,162,201701,52,-16566,21740,24.7,28,NA,0.519,2.791,18.662,D-02,50,55.99219,56.01702,-167.00976,-167.0164,134,8.4,4.2
2017,27-Jun,17:50:29,162,201701,53,-16567,21740,2128.506,3394,NA,0.528,2.88,18.154,E-02,50,56.32461,56.34992,-167.03521,-167.04525,113,8.4,3.7
2017,28-Jun,7:01:56,162,201701,54,-16569,21740,228.955,316,NA,0.524,2.892,17.441,F-02,31,56.66576,56.69177,-167.06858,-167.07013,95,8,1.7
2017,28-Jun,9:46:46,162,201701,55,-16570,21740,712.645,1484,NA,0.533,2.939,16.232,G-02,31,56.994,57.02043,-167.08948,-167.09107,74,8.2,1.5
2017,28-Jun,12:27:51,162,201701,56,-16571,21740,914.764,1828,NA,0.509,2.729,16.241,H-02,31,57.32529,57.34985,-167.1206,-167.11982,71,7.9,0.7
2017,28-Jun,15:02:27,162,201701,57,-16572,21740,889.599,1685,NA,0.517,2.794,15.749,I-02,31,57.64643,57.67154,-167.13381,-167.13167,69,7.9,0.4
2017,28-Jun,17:39:46,162,201701,58,-16573,21740,153.889,250,NA,0.526,2.873,16.488,J-02,31,57.97946,58.00466,-167.16605,-167.17688,64,7.9,0.5
2017,29-Jun,7:01:46,162,201701,59,-16574,21740,311.1,562,NA,0.527,2.852,16.756,K-01,41,58.32137,58.3463,-167.83981,-167.85127,60,7.7,0.9
2017,29-Jun,9:54:13,162,201701,60,-16575,21740,115.865,165,NA,0.524,2.847,16.261,L-01,20,58.67131,58.69647,-167.86935,-167.87853,46,7.1,3.7
2017,29-Jun,12:42:34,162,201701,61,-16576,21740,25.9,33,NA,0.528,2.886,15.894,M-01,20,58.99072,59.01663,-167.87983,-167.87656,43,4.3,4.2
2017,29-Jun,15:07:35,162,201701,62,-16577,21740,18.05,23,NA,0.51,2.767,15.381,N-01,20,59.3098,59.33455,-167.91638,-167.91109,41,5.4,4.7
2017,29-Jun,17:44:44,162,201701,63,-16578,21740,30.48,46,NA,0.517,2.82,15.474,O-01,20,59.64841,59.67366,-167.95199,-167.95685,36,4.9,5.2
2017,30-Jun,6:56:40,162,201701,64,-16579,21740,219.51,353,NA,0.531,2.908,15.416,P-01,20,59.97566,60.00147,-167.98697,-167.99543,27,4.8,4.7
2017,30-Jun,9:28:44,162,201701,65,-16580,21740,245.57,500,NA,0.514,2.799,15.262,P-18,20,59.9938,60.00564,-168.63554,-168.6797,39,4.5,4.3
2017,30-Jun,12:04:32,162,201701,66,-16581,21740,225.935,511,NA,0.518,2.832,16.136,Q-18,20,60.32164,60.34107,-168.68905,-168.65601,36,5.2,5.1
2017,30-Jun,14:37:54,162,201701,67,-16582,21740,42.825,89,NA,0.521,2.862,14.795,Q-01,20,60.33438,60.34027,-168.01466,-167.96436,32,6.8,6.6
2017,30-Jun,17:25:05,162,201701,68,-16583,21740,173.385,268,NA,0.525,2.989,15.852,Q-02,20,60.3395,60.33531,-167.21559,-167.2689,31,7.8,7.7
2017,1-Jul,6:58:52,162,201701,69,-16584,21740,137.135,236,NA,0.513,2.893,15.562,O-18,20,59.676,59.64997,-168.61791,-168.61651,40,4.1,3.9
2017,1-Jul,9:21:42,162,201701,70,-16585,21740,50.71,98,NA,0.513,2.821,15.087,N-18,20,59.34492,59.31964,-168.57811,-168.58251,42,4.7,4.6
2017,1-Jul,12:24:01,162,201701,71,-16586,21740,45.657,69,NA,0.529,2.925,16.09,M-18,20,59.00639,58.98008,-168.5355,-168.53392,46,4.9,4
2017,1-Jul,18:49:03,162,201701,72,-16587,21740,482.476,837,NA,0.517,2.876,16.313,L-18,20,58.68247,58.66519,-168.46075,-168.49758,53,7.9,2.3
2017,2-Jul,7:02:34,162,201701,73,-16588,21740,174.7,330,NA,0.547,2.846,16.721,K-18,41,58.34835,58.32274,-168.46217,-168.46236,65,7.9,0.6
2017,2-Jul,10:05:15,162,201701,74,-16589,21740,442.345,851,NA,0.517,2.805,16.847,J-18,42,58.00946,57.98424,-168.43566,-168.43745,69,8.2,1
2017,2-Jul,12:52:17,162,201701,75,-16590,21740,1040.354,2039,NA,0.506,2.759,16.747,J-19,42,57.9985,58.00032,-169.03334,-169.07975,70,8.5,1
2017,2-Jul,15:16:04,162,201701,76,-16591,21740,1168.175,2517,NA,0.518,2.814,17.914,JI2019,42,57.85725,57.83317,-169.35317,-169.3678,67,8.5,1.2
2017,2-Jul,17:43:28,162,201701,77,-16592,21740,556.601,1413,NA,0.512,2.745,16.791,J-20,42,57.99035,58.01079,-169.68222,-169.70824,70,8.5,1.7
2017,3-Jul,7:00:51,162,201701,78,-16677,21740,636.476,1336,NA,0.513,2.81,16.711,JI2120,42,57.84945,57.82593,-169.99075,-169.97342,72,8.4,2.1
2017,3-Jul,9:19:47,162,201701,79,-16678,21740,933.511,2255,NA,0.513,2.84,16.591,I-20,42,57.67822,57.65267,-169.65565,-169.65558,70,8.5,2
2017,3-Jul,11:37:04,162,201701,80,-16679,21740,730.296,1208,NA,0.516,2.82,16.226,IH2120,42,57.51702,57.49173,-169.99259,-169.98875,68,8.4,2.7
2017,3-Jul,14:06:43,162,201701,81,-16680,21740,1494.729,2799,NA,0.524,2.853,16.449,H-20,42,57.35334,57.32786,-169.60972,-169.60396,63,8.4,3
2017,4-Jul,7:03:56,162,201701,84,-16686,21740,1783.184,3797,NA,0.424,2.342,16.174,I-21,42,57.65719,57.67655,-170.26227,-170.27783,73,8.6,2.8
2017,4-Jul,9:29:22,162,201701,85,-16683,21740,1406.985,2734,NA,0.527,2.924,17.101,JI2221,42,57.83212,57.83554,-170.60035,-170.64903,78,8.5,2.7
2017,4-Jul,11:59:47,162,201701,86,-16684,21740,1149.671,2359,NA,0.516,2.876,17.6,I-22,42,57.6694,57.64379,-170.90131,-170.90832,85,8.4,3.1
2017,4-Jul,14:17:59,162,201701,87,-16685,21740,256.979,487,NA,0.522,2.866,17.28,IH2221,42,57.51269,57.49477,-170.61047,-170.57616,75,8.3,3.5
2017,7-Jul,7:46:39,162,201701,89,-16767,21740,537.505,1149,NA,0.524,2.805,17.371,J-21,42,57.99392,57.99443,-170.33133,-170.37864,75,8,2.5
2017,7-Jul,10:42:51,162,201701,90,-16768,21740,2306.796,4269,NA,0.518,2.87,17.224,J-22,42,57.99045,58.00427,-170.94465,-170.98556,87,8,2.6
2017,7-Jul,13:33:29,162,201701,91,-16769,21740,739.474,1674,NA,0.528,2.807,17.636,K-22,41,58.31371,58.33855,-171.01716,-171.02587,84,7.9,1.5
2017,7-Jul,17:23:02,162,201701,92,-16770,21740,1054.048,3608,NA,0.53,2.943,16.717,K-21,41,58.33571,58.3599,-170.37704,-170.39742,74,7.9,1.6
2017,8-Jul,7:05:09,162,201701,93,-16771,21740,333.362,759,NA,0.513,2.834,16.74,K-20,41,58.33807,58.33365,-169.75521,-169.70768,69,7.4,1.4
2017,8-Jul,9:54:56,162,201701,94,-16772,21740,453.391,935,NA,0.516,2.77,17.041,K-19,41,58.32523,58.35008,-169.12765,-169.12399,68,7.4,1
2017,8-Jul,12:56:59,162,201701,95,-16773,21740,173.075,386,NA,0.522,2.822,16.945,L-19,41,58.65358,58.67801,-169.15085,-169.16409,62,7.1,0.7
2017,8-Jul,15:55:16,162,201701,96,-16774,21740,154.273,243,NA,0.517,2.789,16.269,M-19,41,58.98558,59.00891,-169.16735,-169.18522,54,6.5,2.8
2017,8-Jul,18:41:52,162,201701,97,-16775,21740,23.065,42,NA,0.521,2.827,16.162,N-19,20,59.32106,59.34602,-169.23273,-169.24231,51,5.6,3.7
2017,9-Jul,7:00:07,162,201701,98,-16776,21740,123.72,251,NA,0.515,2.851,15.876,O-19,20,59.64303,59.66742,-169.2658,-169.28147,48,5.6,2.4
2017,9-Jul,9:47:05,162,201701,99,-16777,21740,432.115,813,NA,0.514,2.81,15.826,P-19,20,59.98232,60.00756,-169.31446,-169.31733,47,5.8,2.5
2017,9-Jul,12:30:14,162,201701,100,-16778,21740,401.84,711,NA,0.519,2.856,15.856,Q-19,20,60.30488,60.33057,-169.32849,-169.32967,44,6.7,4
2017,9-Jul,15:14:59,162,201701,101,-16779,21740,155.29,355,NA,0.504,2.761,15.682,Q-20,20,60.33066,60.33164,-169.96536,-170.01517,52,7.3,0.2
2017,10-Jul,8:18:11,162,201701,102,-16780,21740,598.04,983,NA,0.511,2.817,16.562,P-21,41,60.00543,59.98137,-170.63927,-170.62342,65,7.2,-0.9
2017,10-Jul,11:12:45,162,201701,103,-16781,21740,355.51,572,NA,0.5,2.781,15.868,P-20,41,60.01417,59.99078,-169.97749,-169.95984,55,6.6,0.3
2017,10-Jul,14:14:30,162,201701,104,-16782,21740,418.365,741,NA,0.497,2.703,15.778,O-20,41,59.68314,59.65883,-169.92305,-169.92156,57,6.2,0.5
2017,10-Jul,17:02:07,162,201701,105,-16783,21740,774.994,1325,NA,0.518,2.832,16.307,O-21,41,59.67457,59.64989,-170.57762,-170.59007,67,6.9,-0.2
2017,11-Jul,7:05:28,162,201701,106,-16784,21740,235.702,531,NA,0.504,2.775,15.702,N-21,41,59.35576,59.33083,-170.54281,-170.54585,68,7.2,0.4
2017,11-Jul,10:26:45,162,201701,107,-16785,21740,389.42,1063,NA,0.519,2.79,16.249,N-20,41,59.35371,59.32947,-169.87847,-169.86571,61,6.8,1.3
2017,11-Jul,13:03:45,162,201701,108,-16786,21740,801.388,1933,NA,0.514,2.865,16.02,M-20,41,59.01767,58.99189,-169.83477,-169.83508,63,7.7,1
2017,11-Jul,15:36:00,162,201701,109,-16787,21740,719.898,2207,NA,0.505,2.752,16.067,L-20,41,58.68128,58.65654,-169.80735,-169.80951,66,8.3,1
2017,17-Jul,9:34:07,162,201701,110,-16945,21740,275.16,431,NA,0.517,2.81,17.037,F-19,32,56.65899,56.67561,-168.89419,-168.92865,100,7.8,2.2
2017,17-Jul,12:53:15,162,201701,111,-16946,21740,89.4,118,NA,0.516,2.897,16.322,F-20,32,56.6784,56.67746,-169.47588,-169.52301,79,8.8,4.6
2017,17-Jul,16:06:27,162,201701,112,-16947,21740,3258.166,5702,NA,0.51,2.796,17.268,F-21,42,56.66914,56.66927,-170.07482,-170.12033,95,9,4
2017,18-Jul,7:44:03,162,201701,113,-16948,21740,568.228,800,NA,0.494,2.673,17.015,F-25,61,56.64971,56.66705,-172.54418,-172.57431,139,8.7,4.1
2017,18-Jul,11:34:52,162,201701,114,-16949,21740,985.02,1739,NA,0.5,2.79,17.429,G-26,61,56.98506,57.00695,-173.24043,-173.26284,141,8.6,4.4
2017,18-Jul,14:18:31,162,201701,115,-16950,21740,40.72,77,NA,0.512,2.923,17.072,H-26,61,57.31748,57.34329,-173.32122,-173.33056,122,9,4.4
2017,18-Jul,17:05:36,162,201701,116,-16951,21740,978.14,1258,NA,0.5,2.818,17.766,I-26,61,57.63991,57.66463,-173.36945,-173.37992,143,9.1,4.1
2017,19-Jul,7:41:12,162,201701,117,-16952,21740,325.8,486,NA,0.506,2.747,17.065,J-26,61,57.97543,58.00005,-173.48934,-173.49342,118,9.1,3.8
2017,19-Jul,10:30:50,162,201701,118,-16953,21740,292.02,424,NA,0.511,2.82,17.664,K-26,61,58.30882,58.334,-173.56266,-173.56875,114,9.4,4
2017,19-Jul,13:50:22,162,201701,119,-16954,21740,2.02,3,NA,0.522,2.877,16.626,K-27,61,58.32594,58.35055,-174.30208,-174.31729,165,9.4,3.5
2017,19-Jul,16:26:16,162,201701,120,-16955,21740,45.97,49,NA,0.509,2.854,17.721,L-27,61,58.6515,58.67556,-174.28377,-174.26657,158,9.6,3.7
2017,19-Jul,19:08:26,162,201701,121,-16956,21740,503.7,644,NA,0.517,2.859,17.459,L-26,61,58.65936,58.67635,-173.65643,-173.61955,127,9.5,3.7
2017,20-Jul,7:39:35,162,201701,122,-16957,21740,268.22,317,NA,0.501,2.753,18.247,M-26,61,58.98778,59.0115,-173.71439,-173.72815,117,9.2,3.2
2017,20-Jul,10:23:17,162,201701,123,-16937,21740,395.86,572,NA,0.504,2.744,17.012,N-26,62,59.31956,59.33799,-173.8107,-173.77873,110,9.3,2.8
2017,20-Jul,12:37:52,162,201701,124,-16938,21740,562.269,1488,NA,0.501,2.758,16.878,ON2625,43,59.48976,59.50514,-173.48708,-173.52517,102,9.4,2
2017,20-Jul,15:09:40,162,201701,125,-16939,21740,661.89,1788,NA,0.505,2.763,16.323,O-26,62,59.65419,59.67222,-173.86141,-173.89507,104,9.7,2
2017,20-Jul,17:22:18,162,201701,126,-16940,21740,376.278,1063,NA,0.496,2.768,16.811,PO2726,62,59.82547,59.84552,-174.21655,-174.24574,106,9.7,2
2017,21-Jul,7:41:22,162,201701,127,-16941,21740,306.665,1037,NA,0.505,2.734,16.248,P-26,43,59.98205,59.99897,-173.92425,-173.95968,97,9.4,1.2
2017,21-Jul,11:07:03,162,201701,128,-16942,21740,455.28,1605,NA,0.495,2.695,15.921,QP2726,43,60.15515,60.17339,-174.37709,-174.3452,100,9.4,1
2017,21-Jul,13:26:01,162,201701,129,-16943,21740,189.5,529,NA,0.394,2.129,14.952,Q-26,43,60.33156,60.33509,-174.10686,-174.06907,90,9.1,0.4
2017,21-Jul,16:24:35,162,201701,130,-16944,21740,350.96,640,NA,0.247,1.337,17.66,Q-25,43,60.30428,60.29237,-173.38217,-173.37872,64,9.2,0.1
2017,22-Jul,7:42:45,162,201701,131,-16980,21740,287.74,682,NA,0.504,2.775,16.544,QP2625,43,60.13589,60.11099,-173.76646,-173.77018,88,9,1
2017,22-Jul,10:00:18,162,201701,132,-16981,21740,889.073,1840,NA,0.404,2.237,17.916,P-25,43,60.0029,59.99463,-173.35479,-173.31833,75,9.2,-0.2
2017,22-Jul,13:35:21,162,201701,133,-16982,21740,1022.53,1570,NA,0.515,2.854,17.122,QP2524,43,60.18677,60.16754,-173.03894,-173.00494,59,7.4,0.6
2017,22-Jul,16:03:53,162,201701,134,-16983,21740,1660.827,2883,NA,0.502,2.767,16.507,P-24,43,60.00405,60.00515,-172.63294,-172.58353,65,9.1,-0.3
2017,22-Jul,18:10:16,162,201701,135,-16984,21740,559.046,996,NA,0.53,2.936,16.193,QP2423,43,60.15875,60.1746,-172.35587,-172.31369,58,6.7,2.2
2017,23-Jul,7:39:02,162,201701,136,-16985,21740,494.051,771,NA,0.518,2.785,16.053,Q-23,43,60.31937,60.34438,-172.05525,-172.05857,59,8,-1.1
2017,23-Jul,11:10:51,162,201701,137,-16986,21740,158.485,267,NA,0.512,2.82,16.554,R-23,41,60.6527,60.67227,-172.12982,-172.09709,61,8.1,-1.3
2017,23-Jul,14:49:41,162,201701,138,-16987,21740,59.98,152,NA,0.521,2.884,17.064,S-22,41,60.98624,60.98737,-171.46592,-171.51899,59,8.3,-1.3
2017,23-Jul,17:28:13,162,201701,139,-16988,21740,143.74,243,NA,0.515,2.897,17.274,S-23,41,61.00324,61.0047,-172.12351,-172.17681,63,8.2,-1.4
2017,24-Jul,7:35:17,162,201701,140,-16989,21740,277.216,458,NA,0.516,2.828,15.957,R-24,41,60.66048,60.67516,-172.72326,-172.76537,46,7.6,4
2017,24-Jul,10:36:46,162,201701,141,-16990,21740,293.21,742,NA,0.517,2.851,16.896,R-25,41,60.67861,60.67738,-173.42804,-173.47999,66,8.8,-0.2
2017,24-Jul,13:24:58,162,201701,142,-16991,21740,140.2,397,NA,0.501,2.736,17.112,R-26,41,60.65986,60.68313,-174.12038,-174.13668,86,9,0.2
2017,24-Jul,15:58:21,162,201701,143,-16992,21740,95.28,461,NA,0.514,2.802,16.522,S-26,41,60.97653,60.99489,-174.16499,-174.20033,83,9,-0.2
2017,24-Jul,18:53:36,162,201701,144,-16993,21740,184.88,1228,NA,0.52,2.815,16.842,S-27,82,61.00403,60.98265,-174.84805,-174.87589,92,9.1,0.6
2017,25-Jul,7:40:54,162,201701,145,-17008,21740,455.37,1260,NA,0.522,2.849,17.442,R-28,61,60.67647,60.65171,-175.47543,-175.46194,108,9.8,1.5
2017,25-Jul,10:22:36,162,201701,146,-17009,21740,589.52,1036,NA,0.514,2.808,17.347,Q-28,61,60.35919,60.33408,-175.37941,-175.37364,111,9.9,1.9
2017,25-Jul,13:06:39,162,201701,147,-17010,21740,565.105,782,NA,0.528,2.907,19.009,P-28,61,60.0198,59.99409,-175.26008,-175.25053,117,10.1,2.2
2017,25-Jul,15:53:47,162,201701,148,-17011,21740,481.678,601,NA,0.501,2.72,17.841,O-28,61,59.67435,59.65096,-175.1404,-175.12621,125,10.2,2.6
2017,25-Jul,18:31:01,162,201701,149,-17012,21740,811.8,955,NA,0.507,2.766,17.945,N-28,61,59.35851,59.33366,-175.13251,-175.12984,133,10.3,3.2
2017,26-Jul,7:53:46,162,201701,150,-17013,21740,156.16,154,NA,0.519,2.851,18.271,L-28,61,58.6871,58.68609,-174.89917,-174.94815,195,10,3.7
2017,26-Jul,10:41:47,162,201701,151,-17014,21740,359.26,434,NA,0.505,2.72,17.968,L-29,61,58.67974,58.67861,-175.51057,-175.55728,135,10.3,3.5
2017,27-Jul,7:53:34,162,201701,152,-17015,21740,166.74,166,NA,0.512,2.801,17.762,L-30,61,58.65972,58.66067,-176.12656,-176.17465,142,10.2,3.4
2017,27-Jul,11:33:36,162,201701,153,-17016,21740,249.92,350,NA,0.517,2.874,18.077,L-31,61,58.67176,58.67892,-176.797,-176.84446,135,10.1,3.4
2017,27-Jul,14:26:15,162,201701,154,-17017,21740,152.16,279,NA,0.519,2.867,18.222,M-31,61,58.96984,58.98368,-176.96317,-177.00513,134,10.1,3.4
2017,27-Jul,17:26:40,162,201701,155,-17018,21740,6.44,6,NA,0.516,2.814,18.134,M-32,61,59.00196,59.0083,-177.51455,-177.56182,134,10.1,3.6
2017,28-Jul,7:49:45,162,201701,156,-17019,21740,868.9,947,NA,0.509,2.796,17.419,N-31,61,59.35746,59.35814,-177.10594,-177.05694,151,10.1,3.2
2017,28-Jul,10:37:13,162,201701,157,-17020,21740,525.47,617,NA,0.51,2.771,17.619,N-30,61,59.34188,59.34335,-176.41283,-176.36435,136,10.2,2.7
2017,28-Jul,13:41:28,162,201701,158,-17021,21740,608.8,854,NA,0.51,2.777,17.533,O-30,61,59.6556,59.65545,-176.52954,-176.57867,136,10.1,2.7
2017,28-Jul,16:27:44,162,201701,159,-17022,21740,1317.621,1492,NA,0.488,2.715,17.774,O-31,61,59.66995,59.68565,-177.0984,-177.13522,166,10.2,3.1
2017,29-Jul,8:00:39,162,201701,160,-17023,21740,603.263,747,NA,0.498,2.705,16.915,P-32,61,59.99369,59.99449,-177.92799,-177.87967,141,10.2,2.7
2017,29-Jul,10:55:03,162,201701,161,-17024,21740,615.215,716,NA,0.517,2.829,17.48,P-31,61,59.98929,60.01403,-177.25467,-177.26654,137,10.3,2.5
2017,29-Jul,13:29:55,162,201701,162,-17025,21740,838.669,872,NA,0.512,2.77,17.419,Q-31,61,60.30627,60.33043,-177.3543,-177.36664,147,10.4,2.4
