YEAR,HAULJOIN,STRATUM,STATIONID,SPECIES_CODE,SEX,LENGTH,WEIGHT,AGE,SPECIMENID,STATIONYEAR,LON,LAT
2015,-14188,42,J-18,21740,1,500,722,6,517,2015_J-18,-168.42708,57.98861
2015,-14188,42,J-18,21740,2,520,786,7,518,2015_J-18,-168.42708,57.98861
2015,-14188,42,J-18,21740,2,540,824,8,519,2015_J-18,-168.42708,57.98861
2015,-14188,42,J-18,21740,2,630,1348,7,520,2015_J-18,-168.42708,57.98861
2017,-16589,42,J-18,21740,1,420,500,5,298,2017_J-18,-168.43566,58.00946
2017,-16589,42,J-18,21740,1,450,575,6,299,2017_J-18,-168.43566,58.00946
2017,-16589,42,J-18,21740,2,410,470,5,300,2017_J-18,-168.43566,58.00946
2017,-16589,42,J-18,21740,3,140,15,1,301,2017_J-18,-168.43566,58.00946
2016,-15500,42,J-18,21740,2,560,960,8,430,2016_J-18,-168.43767,58.01002
2016,-15500,42,J-18,21740,2,430,520,4,431,2016_J-18,-168.43767,58.01002
2016,-15500,42,J-18,21740,3,140,20,1,435,2016_J-18,-168.43767,58.01002
2016,-15500,42,J-18,21740,2,250,102,2,432,2016_J-18,-168.43767,58.01002
2016,-15500,42,J-18,21740,1,430,528,4,433,2016_J-18,-168.43767,58.01002
2016,-15500,42,J-18,21740,1,380,400,4,434,2016_J-18,-168.43767,58.01002
2018,-17825,42,J-18,21740,2,520,688,6,333,2018_J-18,-168.44304,58.01818
2018,-17825,42,J-18,21740,2,420,452,5,334,2018_J-18,-168.44304,58.01818
2018,-17825,42,J-18,21740,1,410,496,5,335,2018_J-18,-168.44304,58.01818
2018,-17825,42,J-18,21740,1,470,718,5,336,2018_J-18,-168.44304,58.01818
2018,-17825,42,J-18,21740,1,490,768,6,337,2018_J-18,-168.44304,58.01818
2019,-19088,42,J-18,21740,1,480,720,6,262,2019_J-18,-168.44444,58.02437
2019,-19088,42,J-18,21740,1,420,605,7,263,2019_J-18,-168.44444,58.02437
2019,-19088,42,J-18,21740,2,450,695,7,264,2019_J-18,-168.44444,58.02437
2016,-15571,42,J-19,21740,1,530,838,7,400,2016_J-19,-169.06536,57.98467
2016,-15571,42,J-19,21740,2,470,594,5,401,2016_J-19,-169.06536,57.98467
2016,-15571,42,J-19,21740,2,440,540,4,402,2016_J-19,-169.06536,57.98467
2016,-15571,42,J-19,21740,2,480,676,6,403,2016_J-19,-169.06536,57.98467
2016,-15571,42,J-19,21740,2,430,530,4,404,2016_J-19,-169.06536,57.98467
2017,-16590,42,J-19,21740,1,470,660,7,304,2017_J-19,-169.03334,57.9985
2017,-16590,42,J-19,21740,2,390,385,6,302,2017_J-19,-169.03334,57.9985
2017,-16590,42,J-19,21740,2,370,380,4,303,2017_J-19,-169.03334,57.9985
2017,-16590,42,J-19,21740,1,450,645,5,305,2017_J-19,-169.03334,57.9985
2017,-16590,42,J-19,21740,1,450,555,NA,306,2017_J-19,-169.03334,57.9985
2015,-14505,42,J-19,21740,2,380,390,3,407,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,2,470,744,6,408,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,2,220,64,3,409,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,1,340,278,3,410,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,1,450,608,6,411,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,1,490,606,7,412,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,1,160,30,1,413,2015_J-19,-169.09886,58.00562
2015,-14505,42,J-19,21740,2,160,28,1,414,2015_J-19,-169.09886,58.00562
2019,-19282,42,J-19,21740,1,410,568,NA,295,2019_J-19,-169.05457,58.0113
2019,-19282,42,J-19,21740,1,540,932,9,296,2019_J-19,-169.05457,58.0113
2019,-19282,42,J-19,21740,1,450,646,6,297,2019_J-19,-169.05457,58.0113
2019,-19282,42,J-19,21740,1,150,18,1,298,2019_J-19,-169.05457,58.0113
2019,-19282,42,J-19,21740,2,540,1222,8,299,2019_J-19,-169.05457,58.0113
2019,-19282,42,J-19,21740,2,590,1350,8,300,2019_J-19,-169.05457,58.0113
2018,-17811,42,J-19,21740,2,420,492,5,369,2018_J-19,-169.07768,58.02156
2018,-17811,42,J-19,21740,1,480,718,7,370,2018_J-19,-169.07768,58.02156
2018,-17811,42,J-19,21740,1,430,486,5,371,2018_J-19,-169.07768,58.02156
2018,-17811,42,J-19,21740,1,450,560,5,372,2018_J-19,-169.07768,58.02156
2018,-17811,42,J-19,21740,1,450,620,6,373,2018_J-19,-169.07768,58.02156
2019,-19197,42,J-20,21740,1,480,750,6,354,2019_J-20,-169.68565,57.9753
2019,-19197,42,J-20,21740,1,450,670,6,355,2019_J-20,-169.68565,57.9753
2019,-19197,42,J-20,21740,1,480,760,7,356,2019_J-20,-169.68565,57.9753
2016,-15592,42,J-20,21740,1,410,528,5,552,2016_J-20,-169.69859,57.98086
2016,-15592,42,J-20,21740,1,410,522,4,553,2016_J-20,-169.69859,57.98086
2016,-15592,42,J-20,21740,1,460,630,7,554,2016_J-20,-169.69859,57.98086
2016,-15592,42,J-20,21740,1,370,398,4,555,2016_J-20,-169.69859,57.98086
2016,-15592,42,J-20,21740,2,400,530,4,556,2016_J-20,-169.69859,57.98086
2015,-14396,42,J-20,21740,1,470,628,7,618,2015_J-20,-169.69356,57.98581
2015,-14396,42,J-20,21740,1,180,34,1,619,2015_J-20,-169.69356,57.98581
2015,-14396,42,J-20,21740,1,500,772,6,620,2015_J-20,-169.69356,57.98581
2015,-14396,42,J-20,21740,1,530,942,8,621,2015_J-20,-169.69356,57.98581
2015,-14396,42,J-20,21740,2,500,664,7,622,2015_J-20,-169.69356,57.98581
2015,-14396,42,J-20,21740,2,510,782,7,623,2015_J-20,-169.69356,57.98581
2015,-14396,42,J-20,21740,2,490,684,7,624,2015_J-20,-169.69356,57.98581
2017,-16592,42,J-20,21740,1,400,420,5,313,2017_J-20,-169.68222,57.99035
2017,-16592,42,J-20,21740,1,380,390,4,314,2017_J-20,-169.68222,57.99035
2017,-16592,42,J-20,21740,3,160,35,1,315,2017_J-20,-169.68222,57.99035
2017,-16592,42,J-20,21740,2,460,650,5,316,2017_J-20,-169.68222,57.99035
2017,-16592,42,J-20,21740,2,440,610,5,317,2017_J-20,-169.68222,57.99035
2017,-16592,42,J-20,21740,2,450,610,6,318,2017_J-20,-169.68222,57.99035
2018,-17809,42,J-20,21740,2,500,718,5,358,2018_J-20,-169.70845,58.0186
2018,-17809,42,J-20,21740,1,450,554,5,359,2018_J-20,-169.70845,58.0186
2018,-17809,42,J-20,21740,1,510,792,9,360,2018_J-20,-169.70845,58.0186
2018,-17809,42,J-20,21740,2,520,784,11,361,2018_J-20,-169.70845,58.0186
2018,-17809,42,J-20,21740,3,140,16,1,362,2018_J-20,-169.70845,58.0186
2018,-17809,42,J-20,21740,1,470,552,5,363,2018_J-20,-169.70845,58.0186
2015,-14558,42,J-21,21740,1,470,732,7,604,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,1,450,622,7,605,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,1,460,576,7,606,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,1,300,176,3,607,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,1,190,42,2,608,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,2,410,474,4,609,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,2,450,664,6,610,2015_J-21,-170.30902,57.98371
2015,-14558,42,J-21,21740,3,140,10,1,611,2015_J-21,-170.30902,57.98371
2017,-16767,42,J-21,21740,2,440,575,5,365,2017_J-21,-170.33133,57.99392
2017,-16767,42,J-21,21740,1,400,415,4,366,2017_J-21,-170.33133,57.99392
2017,-16767,42,J-21,21740,1,370,345,4,367,2017_J-21,-170.33133,57.99392
2017,-16767,42,J-21,21740,2,400,380,4,368,2017_J-21,-170.33133,57.99392
2017,-16767,42,J-21,21740,1,450,650,5,369,2017_J-21,-170.33133,57.99392
2019,-19228,42,J-21,21740,1,460,672,6,372,2019_J-21,-170.34749,57.99431
2019,-19228,42,J-21,21740,1,450,606,5,373,2019_J-21,-170.34749,57.99431
2019,-19228,42,J-21,21740,1,470,614,7,374,2019_J-21,-170.34749,57.99431
2019,-19228,42,J-21,21740,2,420,608,6,375,2019_J-21,-170.34749,57.99431
2019,-19228,42,J-21,21740,2,430,584,5,376,2019_J-21,-170.34749,57.99431
2016,-15587,42,J-21,21740,1,390,424,4,468,2016_J-21,-170.33918,58.01375
2016,-15587,42,J-21,21740,1,440,556,5,469,2016_J-21,-170.33918,58.01375
2016,-15587,42,J-21,21740,1,390,438,4,470,2016_J-21,-170.33918,58.01375
2016,-15587,42,J-21,21740,1,500,704,8,471,2016_J-21,-170.33918,58.01375
2016,-15587,42,J-21,21740,1,490,736,8,472,2016_J-21,-170.33918,58.01375
2018,-17807,42,J-21,21740,2,490,726,6,347,2018_J-21,-170.3555,58.01463
2018,-17807,42,J-21,21740,3,140,18,1,348,2018_J-21,-170.3555,58.01463
2018,-17807,42,J-21,21740,1,450,552,5,349,2018_J-21,-170.3555,58.01463
2018,-17807,42,J-21,21740,1,530,684,6,350,2018_J-21,-170.3555,58.01463
2018,-17807,42,J-21,21740,1,470,656,6,351,2018_J-21,-170.3555,58.01463
2018,-17807,42,J-21,21740,1,540,1016,7,352,2018_J-21,-170.3555,58.01463
2016,-15602,42,J-22,21740,3,150,20,1,494,2016_J-22,-170.97538,57.97989
2016,-15602,42,J-22,21740,2,390,408,4,495,2016_J-22,-170.97538,57.97989
2016,-15602,42,J-22,21740,2,500,746,8,496,2016_J-22,-170.97538,57.97989
2016,-15602,42,J-22,21740,1,500,688,NA,497,2016_J-22,-170.97538,57.97989
2016,-15602,42,J-22,21740,1,460,552,8,498,2016_J-22,-170.97538,57.97989
2016,-15602,42,J-22,21740,2,450,686,4,499,2016_J-22,-170.97538,57.97989
2017,-16768,42,J-22,21740,2,530,650,8,370,2017_J-22,-170.94465,57.99045
2017,-16768,42,J-22,21740,1,380,365,5,371,2017_J-22,-170.94465,57.99045
2017,-16768,42,J-22,21740,1,450,610,5,372,2017_J-22,-170.94465,57.99045
2017,-16768,42,J-22,21740,1,470,710,9,373,2017_J-22,-170.94465,57.99045
2017,-16768,42,J-22,21740,1,460,610,5,374,2017_J-22,-170.94465,57.99045
2019,-19227,42,J-22,21740,2,530,1000,13,369,2019_J-22,-170.99783,57.99665
2019,-19227,42,J-22,21740,1,480,750,7,366,2019_J-22,-170.99783,57.99665
2019,-19227,42,J-22,21740,1,520,900,NA,367,2019_J-22,-170.99783,57.99665
2019,-19227,42,J-22,21740,2,490,890,6,368,2019_J-22,-170.99783,57.99665
2019,-19227,42,J-22,21740,3,140,25,1,370,2019_J-22,-170.99783,57.99665
2019,-19227,42,J-22,21740,2,490,795,6,371,2019_J-22,-170.99783,57.99665
2015,-14474,42,J-22,21740,1,460,704,7,735,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,1,460,604,5,736,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,1,500,808,8,737,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,1,490,722,8,738,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,1,480,756,8,739,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,1,450,596,7,740,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,1,170,24,1,741,2015_J-22,-170.99526,58.00228
2015,-14474,42,J-22,21740,3,170,32,1,742,2015_J-22,-170.99526,58.00228
2016,-15601,41,J-23,21740,1,440,540,5,488,2016_J-23,-171.59328,57.99274
2016,-15601,41,J-23,21740,2,520,1020,8,489,2016_J-23,-171.59328,57.99274
2016,-15601,41,J-23,21740,1,460,590,8,490,2016_J-23,-171.59328,57.99274
2016,-15601,41,J-23,21740,2,480,670,8,491,2016_J-23,-171.59328,57.99274
2016,-15601,41,J-23,21740,1,470,655,4,492,2016_J-23,-171.59328,57.99274
2016,-15601,41,J-23,21740,3,150,15,1,493,2016_J-23,-171.59328,57.99274
2018,-17861,41,J-23,21740,2,410,492,5,429,2018_J-23,-171.60549,57.99914
2018,-17861,41,J-23,21740,2,560,1018,8,430,2018_J-23,-171.60549,57.99914
2018,-17861,41,J-23,21740,1,450,568,5,431,2018_J-23,-171.60549,57.99914
2018,-17861,41,J-23,21740,1,610,1316,10,432,2018_J-23,-171.60549,57.99914
2018,-17861,41,J-23,21740,1,400,450,5,433,2018_J-23,-171.60549,57.99914
2017,-16789,41,J-23,21740,1,460,650,5,552,2017_J-23,-171.57559,58.00084
2017,-16789,41,J-23,21740,1,490,822,5,553,2017_J-23,-171.57559,58.00084
2017,-16789,41,J-23,21740,2,450,704,8,554,2017_J-23,-171.57559,58.00084
2017,-16789,41,J-23,21740,2,480,592,6,555,2017_J-23,-171.57559,58.00084
2017,-16789,41,J-23,21740,1,470,558,8,556,2017_J-23,-171.57559,58.00084
2017,-16789,41,J-23,21740,1,160,30,1,557,2017_J-23,-171.57559,58.00084
2019,-19240,41,J-23,21740,1,550,1110,11,441,2019_J-23,-171.59978,58.01341
2019,-19240,41,J-23,21740,1,480,806,7,442,2019_J-23,-171.59978,58.01341
2019,-19240,41,J-23,21740,1,450,652,7,443,2019_J-23,-171.59978,58.01341
2019,-19240,41,J-23,21740,1,440,640,6,444,2019_J-23,-171.59978,58.01341
2019,-19240,41,J-23,21740,1,170,62,1,445,2019_J-23,-171.59978,58.01341
2019,-19240,41,J-23,21740,2,490,956,7,446,2019_J-23,-171.59978,58.01341
2015,-14546,41,J-23,21740,2,150,26,1,694,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,2,480,664,6,695,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,2,460,644,7,696,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,1,440,522,7,697,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,1,460,606,7,698,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,1,440,598,5,699,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,1,530,934,7,700,2015_J-23,-171.61165,58.0155
2015,-14546,41,J-23,21740,3,140,16,1,701,2015_J-23,-171.61165,58.0155
2018,-17860,61,J-24,21740,2,620,1388,10,424,2018_J-24,-172.25509,57.99305
2018,-17860,61,J-24,21740,2,460,654,6,425,2018_J-24,-172.25509,57.99305
2018,-17860,61,J-24,21740,2,550,1040,6,426,2018_J-24,-172.25509,57.99305
2018,-17860,61,J-24,21740,1,230,68,2,427,2018_J-24,-172.25509,57.99305
2018,-17860,61,J-24,21740,1,470,662,8,428,2018_J-24,-172.25509,57.99305
2015,-14534,61,J-24,21740,2,250,92,2,788,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,2,500,764,8,785,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,2,500,808,7,786,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,2,520,902,8,787,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,1,150,20,1,781,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,1,490,842,8,782,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,1,480,612,7,783,2015_J-24,-172.23362,57.99322
2015,-14534,61,J-24,21740,1,470,746,7,784,2015_J-24,-172.23362,57.99322
2017,-16790,61,J-24,21740,1,510,898,8,560,2017_J-24,-172.21327,57.9975
2017,-16790,61,J-24,21740,1,560,1220,10,558,2017_J-24,-172.21327,57.9975
2017,-16790,61,J-24,21740,1,410,478,4,559,2017_J-24,-172.21327,57.9975
2017,-16790,61,J-24,21740,1,450,692,5,561,2017_J-24,-172.21327,57.9975
2017,-16790,61,J-24,21740,2,170,28,1,562,2017_J-24,-172.21327,57.9975
2017,-16790,61,J-24,21740,2,390,436,4,563,2017_J-24,-172.21327,57.9975
2019,-19218,61,J-24,21740,1,520,925,7,423,2019_J-24,-172.25394,58.0029
2019,-19218,61,J-24,21740,2,510,810,6,424,2019_J-24,-172.25394,58.0029
2019,-19218,61,J-24,21740,2,480,780,6,425,2019_J-24,-172.25394,58.0029
2019,-19218,61,J-24,21740,2,490,845,6,426,2019_J-24,-172.25394,58.0029
2019,-19218,61,J-24,21740,2,470,825,6,427,2019_J-24,-172.25394,58.0029
2016,-15797,61,J-24,21740,3,130,14,1,949,2016_J-24,-172.24178,58.0161
2016,-15797,61,J-24,21740,2,440,626,6,950,2016_J-24,-172.24178,58.0161
2016,-15797,61,J-24,21740,2,510,774,8,951,2016_J-24,-172.24178,58.0161
2016,-15797,61,J-24,21740,1,400,514,4,952,2016_J-24,-172.24178,58.0161
2016,-15797,61,J-24,21740,1,420,543,4,953,2016_J-24,-172.24178,58.0161
2016,-15797,61,J-24,21740,1,470,664,5,954,2016_J-24,-172.24178,58.0161
2017,-16965,61,J-25,21740,1,490,730,10,687,2017_J-25,-172.85745,57.99205
2017,-16965,61,J-25,21740,1,420,506,4,688,2017_J-25,-172.85745,57.99205
2017,-16965,61,J-25,21740,2,540,1074,9,689,2017_J-25,-172.85745,57.99205
2017,-16965,61,J-25,21740,2,390,444,4,690,2017_J-25,-172.85745,57.99205
2017,-16965,61,J-25,21740,2,500,752,10,691,2017_J-25,-172.85745,57.99205
2016,-15798,61,J-25,21740,2,570,1194,8,955,2016_J-25,-172.84183,57.99337
2016,-15798,61,J-25,21740,2,410,440,4,956,2016_J-25,-172.84183,57.99337
2016,-15798,61,J-25,21740,1,490,728,8,957,2016_J-25,-172.84183,57.99337
2016,-15798,61,J-25,21740,1,500,668,8,958,2016_J-25,-172.84183,57.99337
2016,-15798,61,J-25,21740,1,390,444,4,959,2016_J-25,-172.84183,57.99337
2016,-15798,61,J-25,21740,1,250,102,2,960,2016_J-25,-172.84183,57.99337
2018,-17984,61,J-25,21740,2,480,648,6,561,2018_J-25,-172.80703,58.00199
2018,-17984,61,J-25,21740,2,490,734,6,562,2018_J-25,-172.80703,58.00199
2018,-17984,61,J-25,21740,1,420,486,5,563,2018_J-25,-172.80703,58.00199
2018,-17984,61,J-25,21740,1,510,978,10,564,2018_J-25,-172.80703,58.00199
2018,-17984,61,J-25,21740,1,480,744,6,565,2018_J-25,-172.80703,58.00199
2019,-19297,61,J-25,21740,2,530,1020,7,470,2019_J-25,-172.81196,58.0039
2019,-19297,61,J-25,21740,1,160,20,1,468,2019_J-25,-172.81196,58.0039
2019,-19297,61,J-25,21740,1,470,810,6,469,2019_J-25,-172.81196,58.0039
2019,-19297,61,J-25,21740,2,530,845,6,471,2019_J-25,-172.81196,58.0039
2019,-19297,61,J-25,21740,2,470,760,6,472,2019_J-25,-172.81196,58.0039
2019,-19297,61,J-25,21740,2,510,885,8,473,2019_J-25,-172.81196,58.0039
2015,-14758,61,J-25,21740,2,520,1018,7,1159,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,2,530,1028,8,1160,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,2,520,918,8,1161,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,2,230,82,2,1162,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,1,210,58,2,1163,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,1,450,720,5,1164,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,1,470,622,6,1165,2015_J-25,-172.85921,58.00902
2015,-14758,61,J-25,21740,1,450,674,7,1166,2015_J-25,-172.85921,58.00902
2018,-18019,61,J-26,21740,2,450,620,6,554,2018_J-26,-173.45039,57.97262
2018,-18019,61,J-26,21740,1,390,426,5,555,2018_J-26,-173.45039,57.97262
2018,-18019,61,J-26,21740,2,450,634,6,556,2018_J-26,-173.45039,57.97262
2018,-18019,61,J-26,21740,1,500,884,10,557,2018_J-26,-173.45039,57.97262
2018,-18019,61,J-26,21740,2,440,648,5,558,2018_J-26,-173.45039,57.97262
2017,-16952,61,J-26,21740,2,470,785,7,490,2017_J-26,-173.48934,57.97543
2017,-16952,61,J-26,21740,2,460,590,5,491,2017_J-26,-173.48934,57.97543
2017,-16952,61,J-26,21740,2,430,580,6,492,2017_J-26,-173.48934,57.97543
2017,-16952,61,J-26,21740,1,460,670,8,493,2017_J-26,-173.48934,57.97543
2017,-16952,61,J-26,21740,1,500,890,9,494,2017_J-26,-173.48934,57.97543
2015,-14770,61,J-26,21740,2,500,792,7,1022,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,2,410,448,5,1023,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,2,360,354,3,1024,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,1,330,268,3,1025,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,1,360,362,3,1026,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,1,440,618,6,1027,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,2,270,142,2,1028,2015_J-26,-173.47454,57.98902
2015,-14770,61,J-26,21740,1,150,22,1,1029,2015_J-26,-173.47454,57.98902
2019,-19387,61,J-26,21740,3,140,18,1,489,2019_J-26,-173.47291,58.00709
2019,-19387,61,J-26,21740,1,520,820,9,490,2019_J-26,-173.47291,58.00709
2019,-19387,61,J-26,21740,1,330,256,4,491,2019_J-26,-173.47291,58.00709
2019,-19387,61,J-26,21740,2,500,854,7,492,2019_J-26,-173.47291,58.00709
2019,-19387,61,J-26,21740,2,510,956,7,493,2019_J-26,-173.47291,58.00709
2019,-19387,61,J-26,21740,2,480,802,6,494,2019_J-26,-173.47291,58.00709
2016,-15801,61,J-26,21740,2,500,810,7,786,2016_J-26,-173.498,58.01171
2016,-15801,61,J-26,21740,2,470,720,6,787,2016_J-26,-173.498,58.01171
2016,-15801,61,J-26,21740,2,450,635,7,788,2016_J-26,-173.498,58.01171
2016,-15801,61,J-26,21740,2,530,915,8,789,2016_J-26,-173.498,58.01171
2016,-15801,61,J-26,21740,1,500,750,7,790,2016_J-26,-173.498,58.01171
2016,-15481,42,JI1918,21740,1,130,14,1,364,2016_JI1918,-168.71986,57.8169
2016,-15481,42,JI1918,21740,1,440,534,4,365,2016_JI1918,-168.71986,57.8169
2016,-15481,42,JI1918,21740,1,400,460,5,366,2016_JI1918,-168.71986,57.8169
2016,-15481,42,JI1918,21740,2,350,308,3,367,2016_JI1918,-168.71986,57.8169
2016,-15481,42,JI1918,21740,2,330,274,3,368,2016_JI1918,-168.71986,57.8169
2016,-15481,42,JI1918,21740,2,550,876,8,369,2016_JI1918,-168.71986,57.8169
2019,-19283,42,JI1918,21740,1,470,665,9,301,2019_JI1918,-168.74847,57.83691
2019,-19283,42,JI1918,21740,1,490,795,6,302,2019_JI1918,-168.74847,57.83691
2019,-19283,42,JI1918,21740,1,440,570,6,303,2019_JI1918,-168.74847,57.83691
2019,-19283,42,JI1918,21740,2,500,840,6,304,2019_JI1918,-168.74847,57.83691
2019,-19283,42,JI1918,21740,2,470,705,6,305,2019_JI1918,-168.74847,57.83691
2019,-19283,42,JI1918,21740,2,160,20,1,306,2019_JI1918,-168.74847,57.83691
2017,-16798,42,JI1918,21740,1,440,576,5,479,2017_JI1918,-168.71811,57.83922
2017,-16798,42,JI1918,21740,1,550,1044,NA,480,2017_JI1918,-168.71811,57.83922
2017,-16798,42,JI1918,21740,1,470,626,8,481,2017_JI1918,-168.71811,57.83922
2017,-16798,42,JI1918,21740,2,400,486,4,482,2017_JI1918,-168.71811,57.83922
2017,-16798,42,JI1918,21740,2,310,190,3,483,2017_JI1918,-168.71811,57.83922
2018,-17826,42,JI1918,21740,1,430,535,4,338,2018_JI1918,-168.73937,57.84324
2018,-17826,42,JI1918,21740,1,450,628,5,339,2018_JI1918,-168.73937,57.84324
2018,-17826,42,JI1918,21740,1,150,28,1,340,2018_JI1918,-168.73937,57.84324
2018,-17826,42,JI1918,21740,2,470,590,6,341,2018_JI1918,-168.73937,57.84324
2018,-17826,42,JI1918,21740,2,520,950,6,342,2018_JI1918,-168.73937,57.84324
2015,-14506,42,JI1918,21740,1,500,726,7,415,2015_JI1918,-168.7472,57.84472
2015,-14506,42,JI1918,21740,1,530,1006,7,416,2015_JI1918,-168.7472,57.84472
2015,-14506,42,JI1918,21740,2,470,648,7,417,2015_JI1918,-168.7472,57.84472
2015,-14506,42,JI1918,21740,2,400,514,4,418,2015_JI1918,-168.7472,57.84472
2015,-14506,42,JI1918,21740,2,420,504,5,419,2015_JI1918,-168.7472,57.84472
2015,-14506,42,JI1918,21740,2,310,212,3,420,2015_JI1918,-168.7472,57.84472
2019,-19196,42,JI2019,21740,1,490,725,7,349,2019_JI2019,-169.3555,57.82094
2019,-19196,42,JI2019,21740,1,400,460,4,350,2019_JI2019,-169.3555,57.82094
2019,-19196,42,JI2019,21740,1,450,640,6,351,2019_JI2019,-169.3555,57.82094
2019,-19196,42,JI2019,21740,1,480,725,8,352,2019_JI2019,-169.3555,57.82094
2019,-19196,42,JI2019,21740,2,430,580,6,353,2019_JI2019,-169.3555,57.82094
2018,-17810,42,JI2019,21740,1,370,322,4,364,2018_JI2019,-169.40682,57.82688
2018,-17810,42,JI2019,21740,1,500,718,9,365,2018_JI2019,-169.40682,57.82688
2018,-17810,42,JI2019,21740,2,440,678,6,366,2018_JI2019,-169.40682,57.82688
2018,-17810,42,JI2019,21740,2,420,456,5,367,2018_JI2019,-169.40682,57.82688
2018,-17810,42,JI2019,21740,1,470,562,5,368,2018_JI2019,-169.40682,57.82688
2015,-14507,42,JI2019,21740,2,390,428,4,421,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,2,500,690,8,422,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,2,490,740,8,423,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,2,500,720,7,424,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,1,470,672,7,425,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,1,460,664,7,426,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,1,160,26,1,427,2015_JI2019,-169.35476,57.83022
2015,-14507,42,JI2019,21740,3,150,24,1,428,2015_JI2019,-169.35476,57.83022
2016,-15483,42,JI2019,21740,1,480,712,7,370,2016_JI2019,-169.31952,57.83872
2016,-15483,42,JI2019,21740,1,480,656,8,371,2016_JI2019,-169.31952,57.83872
2016,-15483,42,JI2019,21740,1,440,478,5,372,2016_JI2019,-169.31952,57.83872
2016,-15483,42,JI2019,21740,1,370,362,3,373,2016_JI2019,-169.31952,57.83872
2016,-15483,42,JI2019,21740,2,480,652,7,374,2016_JI2019,-169.31952,57.83872
2017,-16591,42,JI2019,21740,1,420,480,5,307,2017_JI2019,-169.35317,57.85725
2017,-16591,42,JI2019,21740,1,420,445,4,308,2017_JI2019,-169.35317,57.85725
2017,-16591,42,JI2019,21740,2,400,525,4,309,2017_JI2019,-169.35317,57.85725
2017,-16591,42,JI2019,21740,2,410,465,4,310,2017_JI2019,-169.35317,57.85725
2017,-16591,42,JI2019,21740,2,460,590,5,311,2017_JI2019,-169.35317,57.85725
2017,-16591,42,JI2019,21740,3,150,15,1,312,2017_JI2019,-169.35317,57.85725
2019,-19280,42,JI2120,21740,2,420,520,4,360,2019_JI2120,-170.01486,57.80848
2019,-19280,42,JI2120,21740,2,490,780,6,361,2019_JI2120,-170.01486,57.80848
2019,-19280,42,JI2120,21740,2,520,890,8,362,2019_JI2120,-170.01486,57.80848
